Club Name,Course Name,City,State,Order,Full Name,Course ID
The Links at OKC,The Links at OKC,Oklahoma City,OK,12271,"The Links at OKC, Oklahoma City, OK",28263
The Links At Stillwater,The Links At Stillwater,Stillwater,OK,12272,"The Links At Stillwater, Stillwater, OK",7928
THE LINKS ON MEMORIAL,THE LINKS ON MEMORIAL,BIXBY,OK,12273,"THE LINKS ON MEMORIAL, BIXBY, OK",7899
The Patriot,The Patriot,Owasso,OK,12274,"The Patriot, Owasso, OK",7870
The Territory Golf and CC,The Territory Golf and CC,Duncan,OK,12275,"The Territory Golf and CC, Duncan, OK",7967
THE TRAILS G. C.,THE TRAILS G. C.,NORMAN,OK,12276,"THE TRAILS G. C., NORMAN, OK",8024
THE WOLF AT TENKILLER,THE WOLF AT TENKILLER,VIAN,OK,12277,"THE WOLF AT TENKILLER, VIAN, OK",7989
The Woods GC,The Woods GC,Coweta,OK,12278,"The Woods GC, Coweta, OK",8013
Tinker Air Force Base GC,Tinker Air Force Base GC,Tinker AFB,OK,12279,"Tinker Air Force Base GC, Tinker AFB, OK",20899
TISHOMINGO G. & C. C.,TISHOMINGO G. & C. C.,TISHOMINGO,OK,12280,"TISHOMINGO G. & C. C., TISHOMINGO, OK",8025
Tour 18 at Rose Creek,Tour 18 at Rose Creek,Edmond,OK,12281,"Tour 18 at Rose Creek, Edmond, OK",21200
Trosper Golf Club,Trosper Golf Club,Oklahoma City,OK,12282,"Trosper Golf Club, Oklahoma City, OK",20925
TULSA COUNTRY CLUB,TULSA COUNTRY CLUB,TULSA,OK,12283,"TULSA COUNTRY CLUB, TULSA, OK",7929
TURKEY CREEK GOLF CLUB,TURKEY CREEK GOLF CLUB,HENNESSEY,OK,12284,"TURKEY CREEK GOLF CLUB, HENNESSEY, OK",7881
TWIN HILLS G. & C. C.,TWIN HILLS G. & C. C.,OKC,OK,12285,"TWIN HILLS G. & C. C., OKC, OK",7951
Twin Oaks GC,Twin Oaks GC,Duncan,OK,12286,"Twin Oaks GC, Duncan, OK",8000
Westwood Park GC,Westwood Park GC,Norman,OK,12287,"Westwood Park GC, Norman, OK",20924
WHITE HAWK G. C.,WHITE HAWK G. C.,BIXBY,OK,12288,"WHITE HAWK G. C., BIXBY, OK",7959
WINDY TRAILS G. C.,WINDY TRAILS G. C.,ALTUS,OK,12289,"WINDY TRAILS G. C., ALTUS, OK",8022
WinStar Golf Course,WinStar Golf Course,Thackerville,OK,12290,"WinStar Golf Course, Thackerville, OK",7930
WinStar Golf Course,WinStar Golf Course - Black,Thackerville,OK,12291,"WinStar Golf Course - Black, Thackerville, OK",24192
WinStar Golf Course,WinStar Golf Course - East/East,Thackerville,OK,12292,"WinStar Golf Course - East/East, Thackerville, OK",14904
WinStar Golf Course,WinStar Golf Course - East/South,Thackerville,OK,12293,"WinStar Golf Course - East/South, Thackerville, OK",14908
WinStar Golf Course,WinStar Golf Course - Redbud,Thackerville,OK,12294,"WinStar Golf Course - Redbud, Thackerville, OK",14909
WinStar Golf Course,WinStar Golf Course - Scissortail,Thackerville,OK,12295,"WinStar Golf Course - Scissortail, Thackerville, OK",24271
WinStar Golf Course,WinStar Golf Course - South/East,Thackerville,OK,12296,"WinStar Golf Course - South/East, Thackerville, OK",14906
WinStar Golf Course,WinStar Golf Course - South/West,Thackerville,OK,12297,"WinStar Golf Course - South/West, Thackerville, OK",14903
WinStar Golf Course,WinStar Golf Course - West/East,Thackerville,OK,12298,"WinStar Golf Course - West/East, Thackerville, OK",14905
WinStar Golf Course,WinStar Golf Course - West/South,Thackerville,OK,12299,"WinStar Golf Course - West/South, Thackerville, OK",14907
WINTER CREEK G. & C. C.,WINTER CREEK G. & C. C.,OKLA. CITY,OK,12300,"WINTER CREEK G. & C. C., OKLA. CITY, OK",7982
Wolf Ridge Golf Course,Wolf Ridge Golf Course,Wister,OK,12301,"Wolf Ridge Golf Course, Wister, OK",7902
WOODWARD G. C.,WOODWARD G. C.,WOODWARD,OK,12302,"WOODWARD G. C., WOODWARD, OK",8017
17' U.S. Senior Women's Amateur,17' U.S. Senior Women's Amateur,Portland,OR,12303,"17' U.S. Senior Women's Amateur, Portland, OR",26446
Agate Beach Golf Club,Agate Beach Golf Club,Newport,OR,12304,"Agate Beach Golf Club, Newport, OR",5951
Alderbrook Golf Club,Alderbrook Golf Club,Tillamook,OR,12305,"Alderbrook Golf Club, Tillamook, OR",5873
Alpine Meadows Golf Course,Alpine Meadows Golf Course,Enterprise,OR,12306,"Alpine Meadows Golf Course, Enterprise, OR",5775
Applegate River Golf Club,Applegate River Golf Club,Grants Pass,OR,12307,"Applegate River Golf Club, Grants Pass, OR",5800
Arrowhead Golf Club,Arrowhead Golf Club,Mollalla,OR,12308,"Arrowhead Golf Club, Mollalla, OR",5870
Aspen Lakes Golf Course,Aspen Lakes Golf Course,Sisters,OR,12309,"Aspen Lakes Golf Course, Sisters, OR",5802
Astoria Golf & Country Club,Astoria Golf & Country Club,Warrenton,OR,12310,"Astoria Golf & Country Club, Warrenton, OR",5828
Awbrey Glen Golf Club,Awbrey Glen Golf Club,Bend,OR,12311,"Awbrey Glen Golf Club, Bend, OR",5868
Bandon Crossings,Bandon Crossings,Bandon,OR,12312,"Bandon Crossings, Bandon, OR",5869
Bandon Dunes,Bandon Dunes,Bandon,OR,12313,"Bandon Dunes, Bandon, OR",5776
Bandon Dunes,Bandon Dunes - Bandon Trails,Bandon,OR,12314,"Bandon Dunes - Bandon Trails, Bandon, OR",5866
Bandon Dunes,Bandon Dunes - Old Macdonald,Bandon,OR,12315,"Bandon Dunes - Old Macdonald, Bandon, OR",5777
Bandon Dunes,Bandon Dunes - Pacific Dunes,Bandon,OR,12316,"Bandon Dunes - Pacific Dunes, Bandon, OR",5878
Bay Breeze Golf,Bay Breeze Golf,Tilamook,OR,12317,"Bay Breeze Golf, Tilamook, OR",5867
Bayou Golf Club,Bayou Golf Club,McMinnville,OR,12318,"Bayou Golf Club, McMinnville, OR",5809
Bear Creek Golf Course,Bear Creek Golf Course,Medford,OR,12319,"Bear Creek Golf Course, Medford, OR",5862
Bear Valley Meadows,Bear Valley Meadows,Seneca,OR,12320,"Bear Valley Meadows, Seneca, OR",5865
Bend Golf Club,Bend Golf Club,Bend,OR,12321,"Bend Golf Club, Bend, OR",5863
Big River Golf Course,Big River Golf Course,Umatilla,OR,12322,"Big River Golf Course, Umatilla, OR",5861
Black Butte Ranch,Black Butte Ranch - Big Meadow,Black Butte Ranch,OR,12323,"Black Butte Ranch - Big Meadow, Black Butte Ranch, OR",5860
Black Butte Ranch,Black Butte Ranch - Glaze Meadow,Black Butte Ranch,OR,12324,"Black Butte Ranch - Glaze Meadow, Black Butte Ranch, OR",5859
Brasada Canyons,Brasada Canyons,Powell Butte,OR,12325,"Brasada Canyons, Powell Butte, OR",5882
Broadmoor Golf Course,Broadmoor Golf Course,Portland,OR,12326,"Broadmoor Golf Course, Portland, OR",5814
Broken Top Club,Broken Top Club,Bend,OR,12327,"Broken Top Club, Bend, OR",5858
Buffalo Peak Golf Course,Buffalo Peak Golf Course,Union,OR,12328,"Buffalo Peak Golf Course, Union, OR",5857
Cedar Bend Golf Club,Cedar Bend Golf Club,Gold Beach,OR,12329,"Cedar Bend Golf Club, Gold Beach, OR",5855
Centennial Golf Club,Centennial Golf Club,Medford,OR,12330,"Centennial Golf Club, Medford, OR",5794
Charbonneau Golf Club,Charbonneau Golf Club - Red/Green,Wilsonville,OR,12331,"Charbonneau Golf Club - Red/Green, Wilsonville, OR",5790
Charbonneau Golf Club,Charbonneau Golf Club - Red/Yellow,Wilsonville,OR,12332,"Charbonneau Golf Club - Red/Yellow, Wilsonville, OR",5792
Charbonneau Golf Club,Charbonneau Golf Club - Yellow/Green,Wilsonville,OR,12333,"Charbonneau Golf Club - Yellow/Green, Wilsonville, OR",5791
Chehalem Glenn Golf Course,Chehalem Glenn Golf Course,Newberg,OR,12334,"Chehalem Glenn Golf Course, Newberg, OR",5854
China Creek Golf Course,China Creek Golf Course,Arlington,OR,12335,"China Creek Golf Course, Arlington, OR",5853
Chinook Winds Resort Golf Course,Chinook Winds Resort Golf Course,Linclon City,OR,12336,"Chinook Winds Resort Golf Course, Linclon City, OR",5782
Christmas Valley Golf Course,Christmas Valley Golf Course,Christmas Valley,OR,12337,"Christmas Valley Golf Course, Christmas Valley, OR",5852
Claremont Golf Club,Claremont Golf Club,Portland,OR,12338,"Claremont Golf Club, Portland, OR",5818
Columbia Edgewater Country Club,Columbia Edgewater Country Club,Portland,OR,12339,"Columbia Edgewater Country Club, Portland, OR",5803
Condon Golf Club,Condon Golf Club,Condon,OR,12340,"Condon Golf Club, Condon, OR",5850
Coos Golf Club,Coos Golf Club,Coos Bay,OR,12341,"Coos Golf Club, Coos Bay, OR",5846
Coquille Valley Elks Golf Club,Coquille Valley Elks Golf Club,Coquille,OR,12342,"Coquille Valley Elks Golf Club, Coquille, OR",5847
Corvallis Club,Corvallis Club,Corvallis,OR,12343,"Corvallis Club, Corvallis, OR",5848
Cougar Canyon Golf Course,Cougar Canyon Golf Course,Myrtle Creek,OR,12344,"Cougar Canyon Golf Course, Myrtle Creek, OR",5927
Country View Golf Course,Country View Golf Course,Ontario,OR,12345,"Country View Golf Course, Ontario, OR",6109
Creekside Golf Club,Creekside Golf Club,Salem,OR,12346,"Creekside Golf Club, Salem, OR",5845
Crestview Golf Club,Crestview Golf Club,Waldport,OR,12347,"Crestview Golf Club, Waldport, OR",5807
Crooked River Ranch Golf Club,Crooked River Ranch Golf Club,Crooked River,OR,12348,"Crooked River Ranch Golf Club, Crooked River, OR",5781
Cross Creek Golf Club,Cross Creek Golf Club,Dallas,OR,12349,"Cross Creek Golf Club, Dallas, OR",5804
Crosswater Club,Crosswater Club,Sunriver,OR,12350,"Crosswater Club, Sunriver, OR",5844
Dallas Golf Club,Dallas Golf Club,Dallas,OR,12351,"Dallas Golf Club, Dallas, OR",5842
Desert Peaks Golf Club,Desert Peaks Golf Club,Madras,OR,12352,"Desert Peaks Golf Club, Madras, OR",5843
Diamond Woods Golf Club,Diamond Woods Golf Club,Monroe,OR,12353,"Diamond Woods Golf Club, Monroe, OR",5837
Dutcher Creek Golf Course,Dutcher Creek Golf Course,Grants Pass,OR,12354,"Dutcher Creek Golf Course, Grants Pass, OR",5840
Eagle Creek Golf Course,Eagle Creek Golf Course,Eagle Creek,OR,12355,"Eagle Creek Golf Course, Eagle Creek, OR",5783
Eagle Crest Resort,Eagle Crest Resort - Resort Course,Redmond,OR,12356,"Eagle Crest Resort - Resort Course, Redmond, OR",5838
Eagle Crest Resort,Eagle Crest Resort - Ridge Course,Redmond,OR,12357,"Eagle Crest Resort - Ridge Course, Redmond, OR",5839
Eagle Crest Resort,Eagle Crest Resort - The Challenge Course,Redmond,OR,12358,"Eagle Crest Resort - The Challenge Course, Redmond, OR",5841
Eagle Point Golf Club,Eagle Point Golf Club,Eagle Point,OR,12359,"Eagle Point Golf Club, Eagle Point, OR",5797
Eastmoreland Golf Club,Eastmoreland Golf Club,Portland,OR,12360,"Eastmoreland Golf Club, Portland, OR",5831
Echo Hills Golf Club,Echo Hills Golf Club,Echo,OR,12361,"Echo Hills Golf Club, Echo, OR",5826
Elkhorn Valley Golf Course,Elkhorn Valley Golf Course,Lyons,OR,12362,"Elkhorn Valley Golf Course, Lyons, OR",5835
Emerald Valley Golf & Resort,Emerald Valley Golf & Resort,Creswell,OR,12363,"Emerald Valley Golf & Resort, Creswell, OR",5832
Eugene Country Club,Eugene Country Club,Eugene,OR,12364,"Eugene Country Club, Eugene, OR",5833
Evergreen Golf Course,Evergreen Golf Course,Mt. Angel,OR,12365,"Evergreen Golf Course, Mt. Angel, OR",5785
Florence Golf Links,Florence Golf Links,Florence,OR,12366,"Florence Golf Links, Florence, OR",5881
Forest Hills Country Club,Forest Hills Country Club,Reedsport,OR,12367,"Forest Hills Country Club, Reedsport, OR",5836
Forest Hills Golf Course,Forest Hills Golf Course,Cornelius,OR,12368,"Forest Hills Golf Course, Cornelius, OR",5834
Gearhart Golf Links,Gearhart Golf Links,Gearhart,OR,12369,"Gearhart Golf Links, Gearhart, OR",5808
Glendoveer Golf Club,Glendoveer Golf Club - East Course,Portland,OR,12370,"Glendoveer Golf Club - East Course, Portland, OR",5829
Glendoveer Golf Club,Glendoveer Golf Club - West Course,Portland,OR,12371,"Glendoveer Golf Club - West Course, Portland, OR",5784
Grants Pass Golf Club,Grants Pass Golf Club,Grants Pass,OR,12372,"Grants Pass Golf Club, Grants Pass, OR",5902
Greenlea Golf Course,Greenlea Golf Course,Boring,OR,12373,"Greenlea Golf Course, Boring, OR",23983
Gresham Golf Club,Gresham Golf Club,Gresham,OR,12374,"Gresham Golf Club, Gresham, OR",5949
Harbor Links Golf Club,Harbor Links Golf Club,Klamath Falls,OR,12375,"Harbor Links Golf Club, Klamath Falls, OR",5789
Heron Lakes,Heron Lakes - Great Blue Course,Portland,OR,12376,"Heron Lakes - Great Blue Course, Portland, OR",5942
Heron Lakes,Heron Lakes - Greenback Course,Portland,OR,12377,"Heron Lakes - Greenback Course, Portland, OR",5965
Hidden Valley Golf Course,Hidden Valley Golf Course,Cottage Grove,OR,12378,"Hidden Valley Golf Course, Cottage Grove, OR",5889
Highlands Golf Club,Highlands Golf Club,Gearhart,OR,12379,"Highlands Golf Club, Gearhart, OR",23909
Hood River Golf & Country Club,Hood River Golf & Country Club,Hood River,OR,12380,"Hood River Golf & Country Club, Hood River, OR",5874
Illahe Hills Country Club,Illahe Hills Country Club,Salem,OR,12381,"Illahe Hills Country Club, Salem, OR",5919
Illinois Valley Golf Club,Illinois Valley Golf Club,Cave Junction,OR,12382,"Illinois Valley Golf Club, Cave Junction, OR",5879
Indian Creek Golf Course,Indian Creek Golf Course,Hood River,OR,12383,"Indian Creek Golf Course, Hood River, OR",5915
John Day Golf Club,John Day Golf Club,John Day,OR,12384,"John Day Golf Club, John Day, OR",5936
Juniper Golf Club,Juniper Golf Club,Redmond,OR,12385,"Juniper Golf Club, Redmond, OR",5820
Kah-Nee-Ta Golf Club,Kah-Nee-Ta Golf Club - Kah-Nee-Ta Golf Club (Closed),Warm Springs,OR,12386,"Kah-Nee-Ta Golf Club - Kah-Nee-Ta Golf Club (Closed), Warm Springs, OR",5928
Killarney West Golf Course,Killarney West Golf Course,Hillsboro,OR,12387,"Killarney West Golf Course, Hillsboro, OR",14759
King City Golf Club,King City Golf Club,King City,OR,12388,"King City Golf Club, King City, OR",5945
Kinzua Hills Golf Club,Kinzua Hills Golf Club,Fossil,OR,12389,"Kinzua Hills Golf Club, Fossil, OR",5950
Kohl Creek Golf Course (frm. Sandelie West Nine),Kohl Creek Golf Course (frm. Sandelie West Nine) - Kohl Creek Golf Course,Wilsonville,OR,12390,"Kohl Creek Golf Course (frm. Sandelie West Nine) - Kohl Creek Golf Course, Wilsonville, OR",5883
La Grande Country Club,La Grande Country Club,LaGrande,OR,12391,"La Grande Country Club, LaGrande, OR",5810
Lake Oswego Public Golf Course,Lake Oswego Public Golf Course,Lake Oswego,OR,12392,"Lake Oswego Public Golf Course, Lake Oswego, OR",23819
LakeRidge Golf Club,LakeRidge Golf Club,Lakeview,OR,12393,"LakeRidge Golf Club, Lakeview, OR",5912
Langdon Farms Golf Club,Langdon Farms Golf Club,Aurora,OR,12394,"Langdon Farms Golf Club, Aurora, OR",5821
Laurel Hill Golf Club,Laurel Hill Golf Club,Gold Hill,OR,12395,"Laurel Hill Golf Club, Gold Hill, OR",5958
Laurelwood Golf Course,Laurelwood Golf Course,Eugene,OR,12396,"Laurelwood Golf Course, Eugene, OR",5904
Lost Tracks Golf Club,Lost Tracks Golf Club,Bend,OR,12397,"Lost Tracks Golf Club, Bend, OR",5806
Mallard Creek Golf Course,Mallard Creek Golf Course,Lebanon,OR,12398,"Mallard Creek Golf Course, Lebanon, OR",5916
Manzanita Links,Manzanita Links,Manzanita,OR,12399,"Manzanita Links, Manzanita, OR",5931
McKay Creek Golf Course,McKay Creek Golf Course,Hillsboro,OR,12400,"McKay Creek Golf Course, Hillsboro, OR",5788
McNary Golf Club,McNary Golf Club,Keizer,OR,12401,"McNary Golf Club, Keizer, OR",5903
Meadow Lakes Golf Club,Meadow Lakes Golf Club,Prineville,OR,12402,"Meadow Lakes Golf Club, Prineville, OR",5939
Meadowlawn Golf Club,Meadowlawn Golf Club,Salem,OR,12403,"Meadowlawn Golf Club, Salem, OR",5900
Meriwether National Golf Club,Meriwether National Golf Club - Short Course,Hillsboro,OR,12404,"Meriwether National Golf Club - Short Course, Hillsboro, OR",5796
Meriwether National Golf Club,Meriwether National Golf Club - South Course (Course Closed),Hillsboro,OR,12405,"Meriwether National Golf Club - South Course (Course Closed), Hillsboro, OR",24240
Meriwether National Golf Club,Meriwether National Golf Club - West/North,Hillsboro,OR,12406,"Meriwether National Golf Club - West/North, Hillsboro, OR",17751
Michelbook Country Club,Michelbook Country Club,McMinnville,OR,12407,"Michelbook Country Club, McMinnville, OR",5888
Middlefield Golf Club,Middlefield Golf Club,Cottage Grove,OR,12408,"Middlefield Golf Club, Cottage Grove, OR",5934
Milton Freewater Golf Course,Milton Freewater Golf Course,Milton Freewater,OR,12409,"Milton Freewater Golf Course, Milton Freewater, OR",1487
Mountain View Golf Club,Mountain View Golf Club,Boring,OR,12410,"Mountain View Golf Club, Boring, OR",5906
Mt. Hood Oregon Resort,Mt. Hood Oregon Resort - Foxglove/Pine Cone,Welches,OR,12411,"Mt. Hood Oregon Resort - Foxglove/Pine Cone, Welches, OR",5824
Mt. Hood Oregon Resort,Mt. Hood Oregon Resort - Pine Cone/Thistle,Welches,OR,12412,"Mt. Hood Oregon Resort - Pine Cone/Thistle, Welches, OR",5825
Mt. Hood Oregon Resort,Mt. Hood Oregon Resort - Thistle/Foxglove,Welches,OR,12413,"Mt. Hood Oregon Resort - Thistle/Foxglove, Welches, OR",5823
Neskowin Beach Golf Course,Neskowin Beach Golf Course,Neskowin,OR,12414,"Neskowin Beach Golf Course, Neskowin, OR",5944
Oak Hills Golf Club,Oak Hills Golf Club,Sutherlin,OR,12415,"Oak Hills Golf Club, Sutherlin, OR",5877
Oak Knoll Golf Club Salem,Oak Knoll Golf Club Salem,Independence,OR,12416,"Oak Knoll Golf Club Salem, Independence, OR",5911
Oak Knoll Golf Course Ashland,Oak Knoll Golf Course Ashland,Ashland,OR,12417,"Oak Knoll Golf Course Ashland, Ashland, OR",5926
Oakway Golf Club,Oakway Golf Club,Eugene,OR,12418,"Oakway Golf Club, Eugene, OR",5943
Ocean Dunes Golf Club,Ocean Dunes Golf Club,Florence,OR,12419,"Ocean Dunes Golf Club, Florence, OR",5948
OGA Golf Course,OGA Golf Course,Woodburn,OR,12420,"OGA Golf Course, Woodburn, OR",5924
Olalla Valley Golf Course,Olalla Valley Golf Course,Toledo,OR,12421,"Olalla Valley Golf Course, Toledo, OR",5930
Old Back 9,Old Back 9,Bend,OR,12422,"Old Back 9, Bend, OR",23936
Ontario Golf Course,Ontario Golf Course,Ontario,OR,12423,"Ontario Golf Course, Ontario, OR",6126
Oregon City Golf Club,Oregon City Golf Club,Oregon City,OR,12424,"Oregon City Golf Club, Oregon City, OR",5953
Oswego Lake Country Club,Oswego Lake Country Club,Lake Oswego,OR,12425,"Oswego Lake Country Club, Lake Oswego, OR",5963
Pendleton Country Club,Pendleton Country Club,Pendleton,OR,12426,"Pendleton Country Club, Pendleton, OR",5872
Persimmon Country Club,Persimmon Country Club,Gresham,OR,12427,"Persimmon Country Club, Gresham, OR",5901
Pine Meadows Golf Course,Pine Meadows Golf Course,Tygh Valley,OR,12428,"Pine Meadows Golf Course, Tygh Valley, OR",23685
Pine Ridge Golf Club,Pine Ridge Golf Club,Springfield,OR,12429,"Pine Ridge Golf Club, Springfield, OR",5811
Pineway Golf Club,Pineway Golf Club,Lebanon,OR,12430,"Pineway Golf Club, Lebanon, OR",5786
Portland Golf Club,Portland Golf Club,Portland,OR,12431,"Portland Golf Club, Portland, OR",5849
Prineville Golf Club,Prineville Golf Club,Prineville,OR,12432,"Prineville Golf Club, Prineville, OR",5898
Pronghorn,Pronghorn - Fazio Course,Bend,OR,12433,"Pronghorn - Fazio Course, Bend, OR",5780
Pronghorn,Pronghorn - Nicklaus Course,Bend,OR,12434,"Pronghorn - Nicklaus Course, Bend, OR",5779
Pumpkin Ridge,Pumpkin Ridge - Ghost Creek,North Plains,OR,12435,"Pumpkin Ridge - Ghost Creek, North Plains, OR",5813
Pumpkin Ridge,Pumpkin Ridge - Witch Hollow,North Plains,OR,12436,"Pumpkin Ridge - Witch Hollow, North Plains, OR",5938
Quail Point Golf Club,Quail Point Golf Club,Medford,OR,12437,"Quail Point Golf Club, Medford, OR",5793
Quail Ridge Golf Course,Quail Ridge Golf Course,Baker City,OR,12438,"Quail Ridge Golf Course, Baker City, OR",5778
Quail Run Golf Club,Quail Run Golf Club,Bend,OR,12439,"Quail Run Golf Club, Bend, OR",5801
Quail Valley Golf Club,Quail Valley Golf Club,Banks,OR,12440,"Quail Valley Golf Club, Banks, OR",5918
Ranch Hills Golf Club,Ranch Hills Golf Club,Mulino,OR,12441,"Ranch Hills Golf Club, Mulino, OR",5957
Reames Golf & Country Club,Reames Golf & Country Club,Klamath Falls,OR,12442,"Reames Golf & Country Club, Klamath Falls, OR",5885
Red Mountain Golf Course,Red Mountain Golf Course,Grants Pass,OR,12443,"Red Mountain Golf Course, Grants Pass, OR",5896
RedTail Golf Club,RedTail Golf Club,Beaverton,OR,12444,"RedTail Golf Club, Beaverton, OR",5932
RiverRidge Golf Complex,RiverRidge Golf Complex - RiverRidge Golf Course,Eugene,OR,12445,"RiverRidge Golf Complex - RiverRidge Golf Course, Eugene, OR",5914
River's Edge Golf Club,River's Edge Golf Club,Bend,OR,12446,"River's Edge Golf Club, Bend, OR",5909
Riverside Golf & Country Club,Riverside Golf & Country Club,Portland,OR,12447,"Riverside Golf & Country Club, Portland, OR",5897
Rock Creek Country Club,Rock Creek Country Club,Portland,OR,12448,"Rock Creek Country Club, Portland, OR",5886
Rogue Valley Country Club,Rogue Valley Country Club - Chandler Egan Course,Medford,OR,12449,"Rogue Valley Country Club - Chandler Egan Course, Medford, OR",5905
Rogue Valley Country Club,Rogue Valley Country Club - Holes 10-18 & The Oaks,Medford,OR,12450,"Rogue Valley Country Club - Holes 10-18 & The Oaks, Medford, OR",14924
Rogue Valley Country Club,Rogue Valley Country Club - Holes 4-12,Medford,OR,12451,"Rogue Valley Country Club - Holes 4-12, Medford, OR",14925
Rogue Valley Country Club,Rogue Valley Country Club - Holes 4-12 & The Oaks,Medford,OR,12452,"Rogue Valley Country Club - Holes 4-12 & The Oaks, Medford, OR",14926
Rogue Valley Country Club,Rogue Valley Country Club - The Oaks,Medford,OR,12453,"Rogue Valley Country Club - The Oaks, Medford, OR",14923
Rogue Valley Country Club,Rogue Valley Country Club - The Rogue,Medford,OR,12454,"Rogue Valley Country Club - The Rogue, Medford, OR",14922
Rose City Golf Club,Rose City Golf Club,Portland,OR,12455,"Rose City Golf Club, Portland, OR",5876
Roseburg Country Club,Roseburg Country Club,Roseburg,OR,12456,"Roseburg Country Club, Roseburg, OR",5908
Running Y Ranch Resort,Running Y Ranch Resort,Klamath Falls,OR,12457,"Running Y Ranch Resort, Klamath Falls, OR",5890
Salem Golf Club,Salem Golf Club,Salem,OR,12458,"Salem Golf Club, Salem, OR",5917
Salemtowne Golf Course,Salemtowne Golf Course,Salem,OR,12459,"Salemtowne Golf Course, Salem, OR",14969
Salishan Golf Links,Salishan Golf Links,Gleneden Beach,OR,12460,"Salishan Golf Links, Gleneden Beach, OR",5937
Salmon Run Golf Course,Salmon Run Golf Course,Brookings,OR,12461,"Salmon Run Golf Course, Brookings, OR",5907
Sandelie Golf Club,Sandelie Golf Club,West Linn,OR,12462,"Sandelie Golf Club, West Linn, OR",5923
Santiam Golf Club,Santiam Golf Club,Aumsville,OR,12463,"Santiam Golf Club, Aumsville, OR",5954
Seaside Golf Course,Seaside Golf Course,Seaside,OR,12464,"Seaside Golf Course, Seaside, OR",5827
Shadow Hills Country Club,Shadow Hills Country Club,Junction City,OR,12465,"Shadow Hills Country Club, Junction City, OR",5960
Shield Crest Golf Course,Shield Crest Golf Course,Klamath Falls,OR,12466,"Shield Crest Golf Course, Klamath Falls, OR",5925
Silvies Valley Resort & Links,Silvies Valley Resort & Links - Craddock,Seneca,OR,12467,"Silvies Valley Resort & Links - Craddock, Seneca, OR",24375
Silvies Valley Resort & Links,Silvies Valley Resort & Links - Hankins,Seneca,OR,12468,"Silvies Valley Resort & Links - Hankins, Seneca, OR",24374
Spring Hill Golf Club,Spring Hill Golf Club,Albany,OR,12469,"Spring Hill Golf Club, Albany, OR",5819
Springwater Golf Club,Springwater Golf Club,Estacada,OR,12470,"Springwater Golf Club, Estacada, OR",5787
St. Helens Golf Course,St. Helens Golf Course,Warren,OR,12471,"St. Helens Golf Course, Warren, OR",5910
Stewart Meadows Golf Club,Stewart Meadows Golf Club,Medford,OR,12472,"Stewart Meadows Golf Club, Medford, OR",5956
Stewart Park Golf Club,Stewart Park Golf Club,Roseburg,OR,12473,"Stewart Park Golf Club, Roseburg, OR",5875
Stone Creek Golf Club,Stone Creek Golf Club,Oregon City,OR,12474,"Stone Creek Golf Club, Oregon City, OR",5815
Stone Ridge Golf Club,Stone Ridge Golf Club,Eagle Point,OR,12475,"Stone Ridge Golf Club, Eagle Point, OR",5799
Summerfield Golf Club,Summerfield Golf Club,Tigard,OR,12476,"Summerfield Golf Club, Tigard, OR",5929
Sunriver Resort,Sunriver Resort - Meadows,Sunriver,OR,12477,"Sunriver Resort - Meadows, Sunriver, OR",5966
Sunriver Resort,Sunriver Resort - Woodlands,Sunriver,OR,12478,"Sunriver Resort - Woodlands, Sunriver, OR",5871
Sunset Bay Golf Course,Sunset Bay Golf Course,Coos Bay,OR,12479,"Sunset Bay Golf Course, Coos Bay, OR",5962
Sunset Grove Golf Club,Sunset Grove Golf Club,Forest Grove,OR,12480,"Sunset Grove Golf Club, Forest Grove, OR",5967
Tetherow Golf Club,Tetherow Golf Club,Bend,OR,12481,"Tetherow Golf Club, Bend, OR",5812
The Dalles Country Club,The Dalles Country Club,The Dalles,OR,12482,"The Dalles Country Club, The Dalles, OR",5933
The Golf Club of Oregon,The Golf Club of Oregon,Albany,OR,12483,"The Golf Club of Oregon, Albany, OR",5959
The Greens at Redmond,The Greens at Redmond,Redmond,OR,12484,"The Greens at Redmond, Redmond, OR",5961
The Oregon Golf Club,The Oregon Golf Club,West Linn,OR,12485,"The Oregon Golf Club, West Linn, OR",5952
The Reserve Vineyards,The Reserve Vineyards - North Course,Aloha,OR,12486,"The Reserve Vineyards - North Course, Aloha, OR",5816
The Reserve Vineyards,The Reserve Vineyards - South Course,Aloha,OR,12487,"The Reserve Vineyards - South Course, Aloha, OR",5817
Tokatee Golf Club,Tokatee Golf Club,Blue River,OR,12488,"Tokatee Golf Club, Blue River, OR",5899
Trysting Tree Golf Club,Trysting Tree Golf Club,Corvallis,OR,12489,"Trysting Tree Golf Club, Corvallis, OR",5941
Tualatin Country Club,Tualatin Country Club,Tualatin,OR,12490,"Tualatin Country Club, Tualatin, OR",5935
Valley Golf Club,Valley Golf Club,Hines,OR,12491,"Valley Golf Club, Hines, OR",5913
Vernonia Golf Club,Vernonia Golf Club,Vernonia,OR,12492,"Vernonia Golf Club, Vernonia, OR",5964
Veterans Memorial Golf Course (closed),Veterans Memorial Golf Course (Closed),White City,OR,12493,"Veterans Memorial Golf Course (Closed), White City, OR",5880
Waverley Country Club,Waverley Country Club,Portland,OR,12494,"Waverley Country Club, Portland, OR",5884
