Club Name,Course Name,City,State,Order,Full Name,Course ID,Google Places ID,Latitude,Longitude
Polo Golf & Country Club,Polo Golf & Country Club,Cumming,GA,3967,"Polo Golf & Country Club, Cumming, GA",14723,ChIJaTIZJsec9YgROv3OrJi7laM,34.178983,-84.207929
Providence Golf Club,Providence Golf Club,Monroe,GA,3968,"Providence Golf Club, Monroe, GA",9229,ChIJa5OsMrrE9YgRKrny-d3XvR8,#N/A,#N/A
Quiet Pines Golf Course,Quiet Pines Golf Course,Moody AFB,GA,3969,"Quiet Pines Golf Course, Moody AFB, GA",9077,ChIJYbtcPDJC7ogRGsM3ZsPGmW8,30.9677639,-83.1928224
Quitman Country Club,Quitman Country Club,Quitman,GA,3970,"Quitman Country Club, Quitman, GA",8983,ChIJhUmtMKV_7ogRzz067UtvWag,30.761852,-83.56786
Raintree Golf Club,Raintree Golf Club,Zebulon,GA,3971,"Raintree Golf Club, Zebulon, GA",9172,ChIJw6jY45aH9IgRaMBmPLmYg00,33.1630577,-84.369415
Red Oak Golf Club,Red Oak Golf Club,Cusseta,GA,3972,"Red Oak Golf Club, Cusseta, GA",9289,ChIJGfiOhjUm84gRrWFZNA6sRk8,#N/A,#N/A
Reunion Country Club,Reunion Country Club,Hoschton,GA,3973,"Reunion Country Club, Hoschton, GA",9066,ChIJx7wAKTzs9YgRLPe5QqZGRZ0,34.11334,-83.862765
Reynolds Golf Club,Reynolds Golf Club,Reynolds,GA,3974,"Reynolds Golf Club, Reynolds, GA",8930,ChIJay7GCFm984gRJrO3PyrS_6I,32.555006,-84.096059
Reynolds Lake Oconee,Reynolds Lake Oconee - Great Waters,Greensboro,GA,3975,"Reynolds Lake Oconee - Great Waters, Greensboro, GA",21032,ChIJX_cd3bfy9ogRnoF4-uyE62Q,#N/A,#N/A
Reynolds Lake Oconee,Reynolds Lake Oconee - National Course - Bluff/Cove,Greensboro,GA,3976,"Reynolds Lake Oconee - National Course - Bluff/Cove, Greensboro, GA",21033,ChIJX_cd3bfy9ogRnoF4-uyE62Q,#N/A,#N/A
Reynolds Lake Oconee,Reynolds Lake Oconee - National Course - Cove/Ridge,Greensboro,GA,3977,"Reynolds Lake Oconee - National Course - Cove/Ridge, Greensboro, GA",21034,ChIJX_cd3bfy9ogRnoF4-uyE62Q,#N/A,#N/A
Reynolds Lake Oconee,Reynolds Lake Oconee - National Course - Ridge/Bluff,Greensboro,GA,3978,"Reynolds Lake Oconee - National Course - Ridge/Bluff, Greensboro, GA",21035,ChIJX_cd3bfy9ogRnoF4-uyE62Q,#N/A,#N/A
Reynolds Lake Oconee,Reynolds Lake Oconee - The Creek Club,Greensboro,GA,3979,"Reynolds Lake Oconee - The Creek Club, Greensboro, GA",21030,ChIJX_cd3bfy9ogRnoF4-uyE62Q,#N/A,#N/A
Reynolds Lake Oconee,Reynolds Lake Oconee - The Landing,Greensboro,GA,3980,"Reynolds Lake Oconee - The Landing, Greensboro, GA",21031,ChIJX_cd3bfy9ogRnoF4-uyE62Q,#N/A,#N/A
Reynolds Lake Oconee,Reynolds Lake Oconee - The Oconee Club,Greensboro,GA,3981,"Reynolds Lake Oconee - The Oconee Club, Greensboro, GA",21036,ChIJX_cd3bfy9ogRnoF4-uyE62Q,#N/A,#N/A
Reynolds Lake Oconee,Reynolds Lake Oconee - The Preserve Course,Greensboro,GA,3982,"Reynolds Lake Oconee - The Preserve Course, Greensboro, GA",9169,ChIJX_cd3bfy9ogRnoF4-uyE62Q,#N/A,#N/A
Richmond Hill Golf Club,Richmond Hill Golf Club,Richmond Hill,GA,3983,"Richmond Hill Golf Club, Richmond Hill, GA",9038,ChIJfYwGG10O-4gRaawCs5OPels,#N/A,#N/A
River Club,River Club,Suwanee,GA,3984,"River Club, Suwanee, GA",13981,ChIJOQhVXWWX9YgRVzzDAAx4Ajo,#N/A,#N/A
River Forest Golf Club,River Forest Golf Club,Forsyth,GA,3985,"River Forest Golf Club, Forsyth, GA",9047,ChIJNzmUI5Oe9YgR96XSYuDCMH8,33.1258714,-83.9897917
River Pointe Golf Club,River Pointe Golf Club,Albany,GA,3986,"River Pointe Golf Club, Albany, GA",9222,ChIJTe4Jcmd68ogRdOPl_4D1lhA,31.473537,-84.168059
Rivermont Golf Club,Rivermont Golf Club,Johns Creek,GA,3987,"Rivermont Golf Club, Johns Creek, GA",9070,ChIJaZR1fA6g9YgRSXiNLwGf8Ao,#N/A,#N/A
RiverPines Golf,RiverPines Golf,Johns Creek,GA,3988,"RiverPines Golf, Johns Creek, GA",9073,ChIJXYOjdNSh9YgRrKvgzmqKuHM,34.005023,-84.222247
Riverview Park Golf Course,Riverview Park Golf Course,Dublin,GA,3989,"Riverview Park Golf Course, Dublin, GA",9030,ChIJQ6GcXAfg8IgRXoppbzaSpGI,32.5204236,-82.8920551
Rocky Branch Golf Course,Rocky Branch Golf Course,Lincolnton,GA,3990,"Rocky Branch Golf Course, Lincolnton, GA",8970,ChIJaf5LaHSP94gR7Z17mMiwH5M,33.760066,-82.343295
Rocky Creek Golf Club,Rocky Creek Golf Club,Vidalia,GA,3991,"Rocky Creek Golf Club, Vidalia, GA",9100,ChIJQV9ljhiJ8IgRiA5EbvwduWI,32.204747,-82.441591
Royal Lakes Golf & Country Club,Royal Lakes Golf & Country Club,Flowery Branch,GA,3992,"Royal Lakes Golf & Country Club, Flowery Branch, GA",9260,ChIJeaeVByLy9YgRSCA6OeWmXPs,34.200997,-83.851029
Sanctuary Golf Club,Sanctuary Golf Club,Waverly,GA,3993,"Sanctuary Golf Club, Waverly, GA",8957,ChIJy2263-om5YgRel5vY3D7qlc,31.1046093,-81.580865
Sapelo Hammock Golf Club,Sapelo Hammock Golf Club,Shellman Bluff,GA,3994,"Sapelo Hammock Golf Club, Shellman Bluff, GA",8935,ChIJC-ZZQiY7-4gRZzywpeJtk30,31.5597299,-81.3287823
Savannah Country Club,Savannah Country Club,Savannah,GA,3995,"Savannah Country Club, Savannah, GA",9259,ChIJoz0Sa493-4gR83SyeC8rlw8,#N/A,#N/A
Savannah Golf Club,Savannah Golf Club,Savannah,GA,3996,"Savannah Golf Club, Savannah, GA",9054,ChIJLYHiSsOd-4gRt6M1ULCIs6I,#N/A,#N/A
Savannah Quarters Country Club,Savannah Quarters Country Club,Pooler,GA,3997,"Savannah Quarters Country Club, Pooler, GA",9108,ChIJi4d3_S6n-4gRvfdO7HK-jg4,32.0757487,-81.2868696
Sea Island Golf Club,Sea Island Golf Club - Plantation,St Simons Island,GA,3998,"Sea Island Golf Club - Plantation, St Simons Island, GA",9288,ChIJoYYstxTa5IgRklJlEmjpF6c,#N/A,#N/A
Sea Island Golf Club,Sea Island Golf Club - Retreat,St Simons Island,GA,3999,"Sea Island Golf Club - Retreat, St Simons Island, GA",9294,ChIJoYYstxTa5IgRklJlEmjpF6c,#N/A,#N/A
Sea Island Golf Club,Sea Island Golf Club - Seaside,St Simons Island,GA,4000,"Sea Island Golf Club - Seaside, St Simons Island, GA",9284,ChIJoYYstxTa5IgRklJlEmjpF6c,#N/A,#N/A
Sea Palms Golf Resort,Sea Palms Golf Resort,St. Simons Island,GA,4001,"Sea Palms Golf Resort, St. Simons Island, GA",9092,ChIJW1k6fUvQ5IgRuOSdLEn59pg,#N/A,#N/A
Sky Valley Country Club,Sky Valley Country Club,Sky Valley,GA,4002,"Sky Valley Country Club, Sky Valley, GA",9036,ChIJLwUcSNjeWIgRIik3SSHGDZs,34.9820632,-83.3216393
Smoke Rise Country Club,Smoke Rise Country Club,Stone Mountain,GA,4003,"Smoke Rise Country Club, Stone Mountain, GA",9272,ChIJpzUrHwCm9YgRUq38MMurTAA,33.833913,-84.188966
South Wind Golf Club,South Wind Golf Club,Fairburn,GA,4004,"South Wind Golf Club, Fairburn, GA",13974,ChIJLW-SNGDn9IgRlxQLRrDJEkI,33.561353,-84.610164
Southbridge Golf Club,Southbridge Golf Club,Savannah,GA,4005,"Southbridge Golf Club, Savannah, GA",9061,ChIJFyiM_4mg-4gRZ8Ui87Ti4yc,#N/A,#N/A
Southern Hills Golf Club,Southern Hills Golf Club,Hawkinsville,GA,4006,"Southern Hills Golf Club, Hawkinsville, GA",8929,ChIJGerW5X588YgRl3ANY3m3ajI,32.3253791,-83.5143187
Southern Landings Golf Club,Southern Landings Golf Club,Warner Robins,GA,4007,"Southern Landings Golf Club, Warner Robins, GA",9042,ChIJB3IUbMJf8YgRuQschFjXw9Y,32.569976,-83.570131
Southland,Southland,Stone Mountain,GA,4008,"Southland, Stone Mountain, GA",9220,ChIJUcrRcu2u9YgRQz-CL8Vk8Hs,#N/A,#N/A
Spring Hill Country Club,Spring Hill Country Club,Tifton,GA,4009,"Spring Hill Country Club, Tifton, GA",9076,ChIJ0bTi_REA7ogRNHtQBbf4mk4,31.501658,-83.492307
Spring Lakes Golf Club,Spring Lakes Golf Club,Chatsworth,GA,4010,"Spring Lakes Golf Club, Chatsworth, GA",9237,ChIJyagOrobnX4gR0f4Du1l_uQk,34.744258,-84.804467
St. Andrews Golf & Country Club,St. Andrews Golf & Country Club,Winston,GA,4011,"St. Andrews Golf & Country Club, Winston, GA",9109,ChIJ-dhvSO7T9IgROU1z8-ubxUg,#N/A,#N/A
St. Ives Country Club,St. Ives Country Club,Johns Creek,GA,4012,"St. Ives Country Club, Johns Creek, GA",8948,ChIJy_I8aLKY9YgRRDfHZlC2K6I,34.030969,-84.18646
St. Marlo Country Club,St. Marlo Country Club,Duluth,GA,4013,"St. Marlo Country Club, Duluth, GA",9197,ChIJb_YUWK-Z9YgRsaX9vYFhc9s,34.0682597,-84.1431153
Standard Club,Standard Club,Johns Creek,GA,4014,"Standard Club, Johns Creek, GA",9167,ChIJZwXKOMiY9YgR-h47nTVTYI4,34.056733,-84.178324
Steel Canyon Golf Club,Steel Canyon Golf Club,Atlanta,GA,4015,"Steel Canyon Golf Club, Atlanta, GA",9032,ChIJR74kJ2gM9YgRJwPVocVpNM4,33.969343,-84.370476
Stone Creek Golf Club,Stone Creek Golf Club,Valdosta,GA,4016,"Stone Creek Golf Club, Valdosta, GA",9143,ChIJrV_Qh15v7ogRjoJ-VNkH97E,30.9056404,-83.3444133
Stone Mountain Golf Club,Stone Mountain Golf Club - Lakemont,Stone Mountain,GA,4017,"Stone Mountain Golf Club - Lakemont, Stone Mountain, GA",9017,ChIJH24E8b2v9YgR3rQFcktl-oE,33.8160401,-84.1301987
Stone Mountain Golf Club,Stone Mountain Golf Club - Stonemont,Stone Mountain,GA,4018,"Stone Mountain Golf Club - Stonemont, Stone Mountain, GA",9016,ChIJH24E8b2v9YgR3rQFcktl-oE,33.8160401,-84.1301987
Stonebridge Golf & Country Club,Stonebridge Golf & Country Club,Albany,GA,4019,"Stonebridge Golf & Country Club, Albany, GA",9150,ChIJ3ZMWI7uA8ogROLiwLPyOcUc,31.5749075,-84.2803623
Stonebridge Golf Club,Stonebridge Golf Club,Rome,GA,4020,"Stonebridge Golf Club, Rome, GA",8969,ChIJqc5G8K6miogRgqHCl7pq3tA,34.3388965,-85.1926557
Sugar Creek Golf Club,Sugar Creek Golf Club,Atlanta,GA,4021,"Sugar Creek Golf Club, Atlanta, GA",9096,ChIJB5z62DYA9YgRP9GmtsPL4Z8,#N/A,#N/A
Sugar Hill Golf Club,Sugar Hill Golf Club,Sugar Hill,GA,4022,"Sugar Hill Golf Club, Sugar Hill, GA",9285,ChIJJT2m_-uQ9YgREjUc0t8qaLE,34.126798,-84.080158
Summer Grove Golf Club,Summer Grove Golf Club,Newnan,GA,4023,"Summer Grove Golf Club, Newnan, GA",9241,ChIJFT6dYVXG9IgRh3v3E0bivIs,#N/A,#N/A
Summer Grove Golf Club,Summer Grove Golf Club - 2 & 9 Reversed,Newnan,GA,4024,"Summer Grove Golf Club - 2 & 9 Reversed, Newnan, GA",29300,ChIJFT6dYVXG9IgRh3v3E0bivIs,#N/A,#N/A
Summit Chase Country Club,Summit Chase Country Club,Snellville,GA,4025,"Summit Chase Country Club, Snellville, GA",9293,ChIJg2sMRja49YgR-4YYu1eliqg,33.8512794,-83.9625412
Sun City Peachtree Golf Club,Sun City Peachtree Golf Club,Griffin,GA,4026,"Sun City Peachtree Golf Club, Griffin, GA",9011,ChIJkd8wW2Ng9IgRBAYUjzxGSCI,33.3162278,-84.2377886
Sunrise Golf Club,Sunrise Golf Club,Colbert,GA,4027,"Sunrise Golf Club, Colbert, GA",9118,ChIJsalJkoA-9ogRkU8Rc-akjjI,#N/A,#N/A
Sunset Country Club,Sunset Country Club,Moultrie,GA,4028,"Sunset Country Club, Moultrie, GA",8992,ChIJEbXylkDo7YgRNzqdjZICr80,31.133576,-83.785129
Sunset Hills Country Club,Sunset Hills Country Club,Carrollton,GA,4029,"Sunset Hills Country Club, Carrollton, GA",9149,ChIJZ84lSIIvi4gRxvGCMfKEkEI,33.563396,-85.0999269
Swainsboro Golf & Country Club,Swainsboro Golf & Country Club,Swainsboro,GA,4030,"Swainsboro Golf & Country Club, Swainsboro, GA",8991,ChIJvb8X9_Sk8IgRwYDxT5mmOAM,32.6015663,-82.3597383
Sweetwater Creek Golf Club,Sweetwater Creek Golf Club,Baxley,GA,4031,"Sweetwater Creek Golf Club, Baxley, GA",9089,ChIJ26eqCncN8IgR6hVC4FH82YM,#N/A,#N/A
Tally Mountain Golf Course,Tally Mountain Golf Course,Tallapoosa,GA,4032,"Tally Mountain Golf Course, Tallapoosa, GA",23813,ChIJN42yUuffiogRNbSSQTjeI2s,33.729124,-85.270024
Taylors Creek Golf Course,Taylors Creek Golf Course,Ft. Stewart,GA,4033,"Taylors Creek Golf Course, Ft. Stewart, GA",23902,ChIJX28sBr7k-ogROSFEhtqQ1Y0,31.870154,-81.631076
The Club at Osprey Cove,The Club at Osprey Cove,St. Marys,GA,4034,"The Club at Osprey Cove, St. Marys, GA",9287,ChIJbRXF6G8E5YgR4H6hj3Zt1Jw,30.7469015,-81.6192745
The Club at Shoal Creek,The Club at Shoal Creek,Griffin,GA,4035,"The Club at Shoal Creek, Griffin, GA",9121,ChIJ5yo8362L9IgR4OzDAznx0Tg,33.253643,-84.315537
Thomson Country Club,Thomson Country Club,Thomson,GA,4036,"Thomson Country Club, Thomson, GA",9251,ChIJYxO-wKxz94gRAAwWjDmUAk8,33.436316,-82.50897
Three Oaks GC,Three Oaks GC,Harlem,GA,4037,"Three Oaks GC, Harlem, GA",9192,ChIJRa5cOmV594gRIPls3tNjDsQ,#N/A,#N/A
Tired Creek Golf Course,Tired Creek Golf Course,Cairo,GA,4038,"Tired Creek Golf Course, Cairo, GA",8926,ChIJlyH9sgap7YgR8aPLtMLA1f8,30.8854884,-84.3118388
Town & Country Club,Town & Country Club,Blakely,GA,4039,"Town & Country Club, Blakely, GA",9250,ChIJ9ajqXaRS7YgRAHhOg_hkC0Q,31.3528616,-84.9213213
Towne Lake Hills Golf Club,Towne Lake Hills Golf Club,Woodstock,GA,4040,"Towne Lake Hills Golf Club, Woodstock, GA",9266,ChIJD7RYYddr9YgReOdRrvw1n90,34.119883,-84.551482
TPC Sugarloaf,TPC Sugarloaf - Meadows/Pines,Duluth,GA,4041,"TPC Sugarloaf - Meadows/Pines, Duluth, GA",9079,ChIJa8JEdK-i9YgRWjEs-4H9kRQ,33.99114,-84.100858
TPC Sugarloaf,TPC Sugarloaf - Pines/Stables,Duluth,GA,4042,"TPC Sugarloaf - Pines/Stables, Duluth, GA",9080,ChIJa8JEdK-i9YgRWjEs-4H9kRQ,33.99114,-84.100858
TPC Sugarloaf,TPC Sugarloaf - Stables/Meadows,Duluth,GA,4043,"TPC Sugarloaf - Stables/Meadows, Duluth, GA",14009,ChIJa8JEdK-i9YgRWjEs-4H9kRQ,33.99114,-84.100858
Traditions of Braselton,Traditions of Braselton,Jefferson,GA,4044,"Traditions of Braselton, Jefferson, GA",8924,ChIJ0UfZ1RXk9YgR1Y0lw4nVbec,34.097461,-83.696349
Trident Lakes Golf Club,Trident Lakes Golf Club,King's Bay,GA,4045,"Trident Lakes Golf Club, King's Bay, GA",9003,ChIJ4S1WxiMd5YgRQ3IK4kCRScE,30.782984,-81.560666
Trion Golf Club,Trion Golf Club,Trion,GA,4046,"Trion Golf Club, Trion, GA",9193,ChIJQQ86qvciYIgRCZ7MHY1ujNk,34.551657,-85.30887
Trophy Club of Apalachee,Trophy Club of Apalachee,Dacula,GA,4047,"Trophy Club of Apalachee, Dacula, GA",9242,ChIJkzyZ9ZXq9YgRvd565ITL2cE,34.024343,-83.913206
Trophy Club of Atlanta,Trophy Club of Atlanta,Alpharetta,GA,4048,"Trophy Club of Atlanta, Alpharetta, GA",9040,ChIJD2k4BzR29YgRsdMdluXIcmM,34.146198,-84.283162
Tunnel Hill Golf Club,Tunnel Hill Golf Club,Tunnel Hill,GA,4049,"Tunnel Hill Golf Club, Tunnel Hill, GA",9257,ChIJba9EX8JzYIgRxyZRGuZOdoA,34.839846,-85.046693
Turkey Creek Estates,Turkey Creek Estates,Fitzgerald,GA,4050,"Turkey Creek Estates, Fitzgerald, GA",9178,ChIJSdkNQ2XC8YgRK8Ou1pzx9_4,#N/A,#N/A
Turtle Cove,Turtle Cove,Monticello,GA,4051,"Turtle Cove, Monticello, GA",8927,ChIJm_hlDAQ89IgR7qLBCSIKLEo,33.3657881,-83.8474283
Twin City Country Club,Twin City Country Club,Tennille,GA,4052,"Twin City Country Club, Tennille, GA",9039,ChIJm3fBRI8p94gRLpcpOJe4S5Q,32.948344,-82.844608
Twisted Pine Golf Course,Twisted Pine Golf Course,Hazelhurst,GA,4053,"Twisted Pine Golf Course, Hazelhurst, GA",26459,ChIJT5Liuz5C8IgRu2eoPmUlfKQ,31.886123,-82.587701
Uchee Trail Golf Club,Uchee Trail Golf Club,Cochran,GA,4054,"Uchee Trail Golf Club, Cochran, GA",9286,ChIJy9d5cTVs8YgRbxdhK8Jh90Q,32.402379,-83.308772
Uncle Remus Golf Course,Uncle Remus Golf Course,Eatonton,GA,4055,"Uncle Remus Golf Course, Eatonton, GA",9029,ChIJI5Oc1gWX9ogRFs8AMzMMaDw,33.314371,-83.391545
University of Georgia Golf Course,University of Georgia Golf Course,Athens,GA,4056,"University of Georgia Golf Course, Athens, GA",9075,ChIJN1mQlE1s9ogR8toBnhKkc_s,33.9121889,-83.3669181
Valdosta Country Club,Valdosta Country Club - Bellemeade/Plantation,Valdosta,GA,4057,"Valdosta Country Club - Bellemeade/Plantation, Valdosta, GA",8988,ChIJR_izgTlm7ogRBYqHGgZlPTg,30.893058,-83.302422
Valdosta Country Club,Valdosta Country Club - Bottom/Bellemeade,Valdosta,GA,4058,"Valdosta Country Club - Bottom/Bellemeade, Valdosta, GA",8989,ChIJR_izgTlm7ogRBYqHGgZlPTg,30.893058,-83.302422
Valdosta Country Club,Valdosta Country Club - Bottom/Bottom,Valdosta,GA,4059,"Valdosta Country Club - Bottom/Bottom, Valdosta, GA",14570,ChIJR_izgTlm7ogRBYqHGgZlPTg,30.893058,-83.302422
Valdosta Country Club,Valdosta Country Club - Plantation/Bottom,Valdosta,GA,4060,"Valdosta Country Club - Plantation/Bottom, Valdosta, GA",8987,ChIJR_izgTlm7ogRBYqHGgZlPTg,30.893058,-83.302422
Valdosta Country Club,Valdosta Country Club - Plantation/Plantation,Valdosta,GA,4061,"Valdosta Country Club - Plantation/Plantation, Valdosta, GA",14569,ChIJR_izgTlm7ogRBYqHGgZlPTg,30.893058,-83.302422
Valley Pines Golf Course,Valley Pines Golf Course,Cairo,GA,4062,"Valley Pines Golf Course, Cairo, GA",8972,ChIJZ7ianr6u7YgRGoezEeqIG3w,30.8771137,-84.17062
Wallace Adams at Little Ocmulgee State Park,Wallace Adams at Little Ocmulgee State Park,Helena,GA,4063,"Wallace Adams at Little Ocmulgee State Park, Helena, GA",24046,ChIJbUTOosFU8IgRYKutv77qydQ,30.9638078,-82.662051
Washington-Wilkes Country Club,Washington-Wilkes Country Club,Washington,GA,4064,"Washington-Wilkes Country Club, Washington, GA",9207,ChIJA4_0YLKl94gROP8oHiTppZ8,33.7012269,-82.6940414
Waterfall Club,Waterfall Club,Clayton,GA,4065,"Waterfall Club, Clayton, GA",9269,ChIJC68POYTSWIgRSjyp8zMP18A,34.8724195,-83.5485003
Waterford Golf Club,Waterford Golf Club,Bonaire,GA,4066,"Waterford Golf Club, Bonaire, GA",9136,ChIJTRBoWHtg8YgRyWVfAn-i2-w,32.542244,-83.554054
Waterford Landing Golf Club,Waterford Landing Golf Club,Richmond Hill,GA,4067,"Waterford Landing Golf Club, Richmond Hill, GA",9210,ChIJf_JzF2IQ-4gRQsTzyTuoC2c,#N/A,#N/A
Waynesboro Country Club,Waynesboro Country Club,Waynesboro,GA,4068,"Waynesboro Country Club, Waynesboro, GA",9022,ChIJFYRdhGvv-YgRSihlxyDS09Q,33.064702,-82.028432
West Lake Country Club,West Lake Country Club,Augusta,GA,4069,"West Lake Country Club, Augusta, GA",8941,ChIJP2sfZTYt-IgR03Xkm07STiE,#N/A,#N/A
West Pines Golf Club,West Pines Golf Club,Douglasville,GA,4070,"West Pines Golf Club, Douglasville, GA",9125,ChIJwQx0bjUm9YgRFV1mkRjQdpU,33.735406,-84.749362
White Columns Country Club,White Columns Country Club,Milton,GA,4071,"White Columns Country Club, Milton, GA",9194,ChIJJ1nUAuF29YgR47CCvJTVK4A,34.151371,-84.329587
White Oak Golf Club,White Oak Golf Club - Old Course,Newnan,GA,4072,"White Oak Golf Club - Old Course, Newnan, GA",9021,ChIJMzDK7evG9IgRwccdHeLww60,33.389536,-84.720516
White Oak Golf Club,White Oak Golf Club - Seminole,Newnan,GA,4073,"White Oak Golf Club - Seminole, Newnan, GA",9203,ChIJMzDK7evG9IgRwccdHeLww60,33.389536,-84.720516
Whitepath Golf Club,Whitepath Golf Club,Ellijay,GA,4074,"Whitepath Golf Club, Ellijay, GA",8997,ChIJxfwwgDS9X4gR2RvTD7gaJb8,34.76275,-84.438251
Whitewater Creek CC,Whitewater Creek CC,Fayetteville,GA,4075,"Whitewater Creek CC, Fayetteville, GA",8936,ChIJyZR-O2zs9IgRfrgW4yIhEnQ,33.379504,-84.500076
Willow Lake Golf Club,Willow Lake Golf Club,Metter,GA,4076,"Willow Lake Golf Club, Metter, GA",9185,ChIJQ5Ohq1ty-ogR8qS_j8Z2cCc,32.4170033,-82.0521759
Windermere Golf Club,Windermere Golf Club,Cumming,GA,4077,"Windermere Golf Club, Cumming, GA",9244,ChIJbZ4yAl2a9YgR_5LPziWoPMU,34.136991,-84.123579
Windstone Golf Club,Windstone Golf Club,Ringgold,GA,4078,"Windstone Golf Club, Ringgold, GA",3546,ChIJrSH0Uy9lYIgR7E3ynzGLVcw,34.9861337,-85.1120919
Wolf Creek Golf Club - Americus,Wolf Creek Golf Club - Americus,Americus,GA,4079,"Wolf Creek Golf Club - Americus, Americus, GA",9026,ChIJxbPbQntX8ogRZmuV6CBpZ8I,32.04798,-84.220571
Wolf Creek Golf Club - Atlanta,Wolf Creek Golf Club - Atlanta,Atlanta,GA,4080,"Wolf Creek Golf Club - Atlanta, Atlanta, GA",9164,ChIJidBnzN4f9YgR1h0vjjRg_10,#N/A,#N/A
Woodland Hills Golf Club,Woodland Hills Golf Club,Cartersville,GA,4081,"Woodland Hills Golf Club, Cartersville, GA",13994,ChIJt5h8bAtJ9YgRnUVic-AuP2s,34.093209,-84.834252
Woodmont Golf & Country Club,Woodmont Golf & Country Club,Canton,GA,4082,"Woodmont Golf & Country Club, Canton, GA",13997,ChIJ-aLUmSd69YgRLx048TwLwFg,34.231533,-84.353867
Woods Golf Course,Woods Golf Course - Blue/Red,Cochran,GA,4083,"Woods Golf Course - Blue/Red, Cochran, GA",9295,ChIJ-8p5jPlx8YgRF5XPsuKMjpI,32.360035,-83.334727
Woods Golf Course,Woods Golf Course - Red/White,Cochran,GA,4084,"Woods Golf Course - Red/White, Cochran, GA",9296,ChIJ-8p5jPlx8YgRF5XPsuKMjpI,32.360035,-83.334727
Woods Golf Course,Woods Golf Course - White/Blue,Cochran,GA,4085,"Woods Golf Course - White/Blue, Cochran, GA",9297,ChIJ-8p5jPlx8YgRF5XPsuKMjpI,32.360035,-83.334727
