Club Name,Course Name,City,State,Order,Full Name,Course ID,Google Places ID,Latitude,Longitude
Haig Point Club,Haig Point Club - Signature Calibogue,Hilton Head Island,SC,13743,"Haig Point Club - Signature Calibogue, Hilton Head Island, SC",8195,ChIJua-BVkp4_IgRoqyOVeE8fTU,32.174591,-80.76875
Haig Point Club,Haig Point Club - Signature Haig,Hilton Head Island,SC,13744,"Haig Point Club - Signature Haig, Hilton Head Island, SC",8194,ChIJua-BVkp4_IgRoqyOVeE8fTU,32.174591,-80.76875
Hampton Hall Club,Hampton Hall Club,Bluffton,SC,13745,"Hampton Hall Club, Bluffton, SC",8051,ChIJAaIYbSOP-4gRkzfc03fXC94,32.244273,-80.920338
Harbour Town Golf Links,Harbour Town Golf Links,Hilton Head Island,SC,13746,"Harbour Town Golf Links, Hilton Head Island, SC",8258,ChIJm43jzJ94_IgR8mtKmC7mSHY,32.135826,-80.810067
Hartsville Country Club,Hartsville Country Club,Hartsville,SC,13747,"Hartsville Country Club, Hartsville, SC",8141,ChIJ8VVlOvJ1VYgRHn_LUSQOiCY,34.387425,-80.086707
Heather Glen Golf Links,Heather Glen Golf Links - Blue & Red,Little River,SC,13748,"Heather Glen Golf Links - Blue & Red, Little River, SC",8263,ChIJS_K2T9OGAIkRUpW-2l0TMAY,#N/A,#N/A
Heather Glen Golf Links,Heather Glen Golf Links - Red & White,Little River,SC,13749,"Heather Glen Golf Links - Red & White, Little River, SC",8261,ChIJS_K2T9OGAIkRUpW-2l0TMAY,#N/A,#N/A
Heather Glen Golf Links,Heather Glen Golf Links - White & Blue,Little River,SC,13750,"Heather Glen Golf Links - White & Blue, Little River, SC",8262,ChIJS_K2T9OGAIkRUpW-2l0TMAY,#N/A,#N/A
Heddles Hideaway Country Club,Heddles Hideaway Country Club,Spartanburg,SC,13751,"Heddles Hideaway Country Club, Spartanburg, SC",8203,ChIJ86n4iuygV4gR-Lzcirz2L_Q,34.915093,-81.811494
Heritage Club,Heritage Club,Pawleys Island,SC,13752,"Heritage Club, Pawleys Island, SC",8364,ChIJ18sn9qYxAIkRNnLfKqnJsfE,#N/A,#N/A
Heron Point Country Club,Heron Point Country Club,Myrtle Beach,SC,13753,"Heron Point Country Club, Myrtle Beach, SC",17746,ChIJK0HEfE1kAIkRVUeGh2_R32I,#N/A,#N/A
Hickory Knob State Park Golf Club,Hickory Knob State Park Golf Club,McCormick,SC,13754,"Hickory Knob State Park Golf Club, McCormick, SC",8375,ChIJ_6nkofqS94gRkSiaXrxr3CY,#N/A,#N/A
Hidden Valley Country Club,Hidden Valley Country Club,Gaston,SC,13755,"Hidden Valley Country Club, Gaston, SC",8278,ChIJt7j004e_-IgRfK6u1x46KAw,33.834895,-81.13142
High Meadows Country Club,High Meadows Country Club,Abbeville,SC,13756,"High Meadows Country Club, Abbeville, SC",8081,ChIJ4eg78Fb794gR_3HwsDXJ6UQ,34.185266,-82.394177
Hillcrest Golf Club,Hillcrest Golf Club,Orangeburg,SC,13757,"Hillcrest Golf Club, Orangeburg, SC",8330,ChIJHaGWOlHU-IgRonZ95Usy_8Y,33.525621,-80.8506082
Hilton Head National Golf Club,Hilton Head National Golf Club,Bluffton,SC,13758,"Hilton Head National Golf Club, Bluffton, SC",14739,ChIJNxwutTWI-4gRunmyw8bpyBg,32.235495,-80.826546
Holly Hill Golf Club,Holly Hill Golf Club - Holly Hill,Holly Hill,SC,13759,"Holly Hill Golf Club - Holly Hill, Holly Hill, SC",23751,ChIJH0pKf-nm_ogRMHAhr-Mtdf8,33.307631,-80.389851
Holly Tree Country Club,Holly Tree Country Club,Simpsonville,SC,13760,"Holly Tree Country Club, Simpsonville, SC",8162,ChIJx0Z2idInWIgRuGl1lHKq3Is,34.783213,-82.255368
Houndslake Country Club,Houndslake Country Club - Azalea / Dogwood,Aiken,SC,13761,"Houndslake Country Club - Azalea / Dogwood, Aiken, SC",8350,ChIJeaOgt9NM-IgRCWXafdlJkQw,33.525951,-81.740525
Houndslake Country Club,Houndslake Country Club - Azalea / Laurel,Aiken,SC,13762,"Houndslake Country Club - Azalea / Laurel, Aiken, SC",8351,ChIJeaOgt9NM-IgRCWXafdlJkQw,33.525951,-81.740525
Houndslake Country Club,Houndslake Country Club - Dogwood / Laurel,Aiken,SC,13763,"Houndslake Country Club - Dogwood / Laurel, Aiken, SC",17764,ChIJeaOgt9NM-IgRCWXafdlJkQw,33.525951,-81.740525
Hunters Creek Golf & Country Club,Hunters Creek Golf & Country Club - Maple / Oak,Greenwood,SC,13764,"Hunters Creek Golf & Country Club - Maple / Oak, Greenwood, SC",20882,ChIJvZbhqW7_94gR3sKC61RBRS4,34.288252,-82.160109
Hunters Creek Golf & Country Club,Hunters Creek Golf & Country Club - Oak / Willow,Greenwood,SC,13765,"Hunters Creek Golf & Country Club - Oak / Willow, Greenwood, SC",20883,ChIJvZbhqW7_94gR3sKC61RBRS4,34.288252,-82.160109
Hunters Creek Golf & Country Club,Hunters Creek Golf & Country Club - Willow / Maple,Greenwood,SC,13766,"Hunters Creek Golf & Country Club - Willow / Maple, Greenwood, SC",20884,ChIJvZbhqW7_94gR3sKC61RBRS4,34.288252,-82.160109
Indian River Golf Club,Indian River Golf Club,W. Columbia,SC,13767,"Indian River Golf Club, W. Columbia, SC",8144,ChIJT3yUVfSV-IgRRDTwUEuIqWM,33.905629,-81.172115
Indian Trail Golf Club,Indian Trail Golf Club,Batesburg,SC,13768,"Indian Trail Golf Club, Batesburg, SC",8171,ChIJHb8Ay9hf-IgRBcJMq4JRuKY,33.859383,-81.540654
Indian Wells Golf Club,Indian Wells Golf Club,Surfside Beach,SC,13769,"Indian Wells Golf Club, Surfside Beach, SC",8336,ChIJOd6EsZhAAIkRpu7P2AEKxiQ,#N/A,#N/A
Indigo Creek Golf Club,Indigo Creek Golf Club,Murrells Inlet,SC,13770,"Indigo Creek Golf Club, Murrells Inlet, SC",15063,ChIJfVExE2U_AIkRKQ_VbOrzSkY,33.601922,-79.026022
"International Club, The","International Club, The",Murrells Inlet,SC,13771,"International Club, The, Murrells Inlet, SC",8138,ChIJw1IquGo_AIkRCuxNg6TZR_w,33.5985314,-79.042126
Island Green Country Club,Island Green Country Club,Myrtle Beach,SC,13772,"Island Green Country Club, Myrtle Beach, SC",20948,ChIJAQAAALRBAIkRVK855Z0b4Ao,#N/A,#N/A
Island West Golf Club,Island West Golf Club,Bluffton,SC,13773,"Island West Golf Club, Bluffton, SC",8320,ChIJj5xbuL2O-4gRqJBjMsZw9rU,32.2834082,-80.9185679
Keowee Key Country Club,Keowee Key Country Club,Salem,SC,13774,"Keowee Key Country Club, Salem, SC",8070,ChIJu6-9nfb3WIgR12qK7qReQbU,34.832568,-82.925379
Kershaw Golf Club,Kershaw Golf Club,Kershaw,SC,13775,"Kershaw Golf Club, Kershaw, SC",17885,ChIJsQsfuAHDVYgR7yJ2PhafYNM,#N/A,#N/A
Kiawah Island Club,Kiawah Island Club - Cassique Family,Charleston,SC,13776,"Kiawah Island Club - Cassique Family, Charleston, SC",20927,ChIJlYlTe5ws_IgRkL506lf3V1Q,#N/A,#N/A
Kiawah Island Club,Kiawah Island Club - Cassique Nip-n-Tuck,Charleston,SC,13777,"Kiawah Island Club - Cassique Nip-n-Tuck, Charleston, SC",8182,ChIJlYlTe5ws_IgRkL506lf3V1Q,#N/A,#N/A
Kiawah Island Club,Kiawah Island Club - Cassique Pulpit,Charleston,SC,13778,"Kiawah Island Club - Cassique Pulpit, Charleston, SC",8183,ChIJlYlTe5ws_IgRkL506lf3V1Q,#N/A,#N/A
Kiawah Island Club,Kiawah Island Club - River Course,Charleston,SC,13779,"Kiawah Island Club - River Course, Charleston, SC",8181,ChIJlYlTe5ws_IgRkL506lf3V1Q,#N/A,#N/A
Kiawah Island Golf Resort,Kiawah Island Golf Resort - Cougar Point,Kiawah Island,SC,13780,"Kiawah Island Golf Resort - Cougar Point, Kiawah Island, SC",8212,ChIJy36KaKzU_YgRxcK3Qc7TgD8,32.6214666,-80.1475055
Kiawah Island Golf Resort,Kiawah Island Golf Resort - Oak Point,Kiawah Island,SC,13781,"Kiawah Island Golf Resort - Oak Point, Kiawah Island, SC",8266,ChIJy36KaKzU_YgRxcK3Qc7TgD8,32.6214666,-80.1475055
Kiawah Island Golf Resort,Kiawah Island Golf Resort - Ocean Course,Kiawah Island,SC,13782,"Kiawah Island Golf Resort - Ocean Course, Kiawah Island, SC",8064,ChIJy36KaKzU_YgRxcK3Qc7TgD8,32.6214666,-80.1475055
Kiawah Island Golf Resort,Kiawah Island Golf Resort - Osprey Point,Kiawah Island,SC,13783,"Kiawah Island Golf Resort - Osprey Point, Kiawah Island, SC",8213,ChIJy36KaKzU_YgRxcK3Qc7TgD8,32.6214666,-80.1475055
Kiawah Island Golf Resort,Kiawah Island Golf Resort - Turtle Point,Kiawah Island,SC,13784,"Kiawah Island Golf Resort - Turtle Point, Kiawah Island, SC",8211,ChIJy36KaKzU_YgRxcK3Qc7TgD8,32.6214666,-80.1475055
Kountryside Golf Course,Kountryside Golf Course,Cope,SC,13785,"Kountryside Golf Course, Cope, SC",15186,ChIJI0B9k9gm-YgRP1yKig467Rc,33.430833,-81.061625
Lake City Country Club,Lake City Country Club,Lake City,SC,13786,"Lake City Country Club, Lake City, SC",8179,ChIJneuzrVeS_4gRUQU1vOvbZW8,33.8704623,-79.7870752
Lake Marion Golf Club,Lake Marion Golf Club,Santee,SC,13787,"Lake Marion Golf Club, Santee, SC",8286,ChIJpboC388h_4gRaqYsj14YygM,33.491514,-80.46891
Lakeside Country Club,Lakeside Country Club,Laurens,SC,13788,"Lakeside Country Club, Laurens, SC",8338,ChIJOQzugsruV4gRhzLwKc2SpC0,34.486986,-81.955621
Lancaster Golf Club,Lancaster Golf Club,Lancaster,SC,13789,"Lancaster Golf Club, Lancaster, SC",20910,ChIJKSeRbCHYVYgRViHDqazoLv4,34.686406,-80.783401
Lan-Yair Golf & Country Club,Lan-Yair Golf & Country Club,Spartanburg,SC,13790,"Lan-Yair Golf & Country Club, Spartanburg, SC",8382,ChIJp3KqSP6fV4gRaWhk2Y9gvNk,34.93734,-81.87088
Legacy Pines Golf Club,Legacy Pines Golf Club,Mauldin,SC,13791,"Legacy Pines Golf Club, Mauldin, SC",8280,ChIJK-mR1UkkWIgR4g1863CeYWg,34.7499691,-82.3246098
Legend Oaks Golf Club,Legend Oaks Golf Club,Summerville,SC,13792,"Legend Oaks Golf Club, Summerville, SC",8265,ChIJJQZnh4qO_ogR-RZ2C8SbVEQ,32.946254,-80.232919
"Legends at Parris Island, The","Legends at Parris Island, The",Parris Island,SC,13793,"Legends at Parris Island, The, Parris Island, SC",8260,ChIJY7SnbrVz_IgRicIfXN9w_D8,#N/A,#N/A
Legends Golf Resort,Legends Golf Resort - Heathland,Myrtle Beach,SC,13794,"Legends Golf Resort - Heathland, Myrtle Beach, SC",8234,ChIJr30F5llrAIkRoLHmZxlRo10,#N/A,#N/A
Legends Golf Resort,Legends Golf Resort - Moorland,Myrtle Beach,SC,13795,"Legends Golf Resort - Moorland, Myrtle Beach, SC",8236,ChIJr30F5llrAIkRoLHmZxlRo10,#N/A,#N/A
Legends Golf Resort,Legends Golf Resort - Parkland,Myrtle Beach,SC,13796,"Legends Golf Resort - Parkland, Myrtle Beach, SC",8235,ChIJr30F5llrAIkRoLHmZxlRo10,#N/A,#N/A
Lin Rick Golf Course,Lin Rick Golf Course,Columbia,SC,13797,"Lin Rick Golf Course, Columbia, SC",8074,ChIJQa6-9sSg-IgRcXGja9XwQ3U,#N/A,#N/A
"Links at Lakewood, The","Links at Lakewood, The",Sumter,SC,13798,"Links at Lakewood, The, Sumter, SC",8102,ChIJqUviRXds_4gRvQ97hf50xBY,33.830957,-80.363414
"Links at Stoney Point, The","Links at Stoney Point, The",Greenwood,SC,13799,"Links at Stoney Point, The, Greenwood, SC",8254,ChIJNYsynbr9V4gRPLn12DEwi0k,34.290375,-82.097833
"Links at Stono Ferry, The","Links at Stono Ferry, The",Hollywood,SC,13800,"Links at Stono Ferry, The, Hollywood, SC",8362,ChIJ1R4JrhWB_ogRRtkkeKiFcM4,32.756279,-80.161823
Links O'Tryon,Links O'Tryon,Campobello,SC,13801,"Links O'Tryon, Campobello, SC",8298,ChIJl73ILmJ9V4gRJcRdGSD0duI,35.110144,-82.213003
Litchfield Country Club,Litchfield Country Club,Pawley's Island,SC,13802,"Litchfield Country Club, Pawley's Island, SC",8367,ChIJTYVdn7YwAIkRBLlfu3DpuN8,#N/A,#N/A
Long Bay Club,Long Bay Club,Longs,SC,13803,"Long Bay Club, Longs, SC",8267,ChIJBTnKFC5_AIkR3mjZ8IE_NjE,33.956724,-78.740096
Long Cove Club,Long Cove Club,Hilton Head,SC,13804,"Long Cove Club, Hilton Head, SC",8125,ChIJIaA0S6N5_IgRfuJUrJmNoc0,32.163742,-80.747614
Marlboro Country Club,Marlboro Country Club,Bennettsville,SC,13805,"Marlboro Country Club, Bennettsville, SC",8057,ChIJpT_EiRAjVYgRkqJSjpBMvrk,34.6308321,-79.6907076
May River Golf Club,May River Golf Club,Bluffton,SC,13806,"May River Golf Club, Bluffton, SC",8226,ChIJAWCeWxuG-4gR508PGBZu6Vc,32.202589,-80.887814
McCormick Country Club,McCormick Country Club,McCormick,SC,13807,"McCormick Country Club, McCormick, SC",8201,ChIJxdptmTSN94gRtmsFeLyELVU,33.9211093,-82.345203
Mid Carolina Club,Mid Carolina Club,Prosperity,SC,13808,"Mid Carolina Club, Prosperity, SC",8157,ChIJddOjkUMqVogR_naZrIU9Z-o,34.236459,-81.457352
Midland Valley Golf Club,Midland Valley Golf Club,Graniteville,SC,13809,"Midland Valley Golf Club, Graniteville, SC",8059,ChIJG6X-vedK-IgR-2kKMoyVxVM,33.550582,-81.8316399
Millstone Golf Village,Millstone Golf Village,Greenville,SC,13810,"Millstone Golf Village, Greenville, SC",8381,N/A,N/A,N/A
Mission Ridge Golf Club,Mission Ridge Golf Club,Winnsboro,SC,13811,"Mission Ridge Golf Club, Winnsboro, SC",8150,ChIJBzVU1FEXVogRcQa3JEefTGs,#N/A,#N/A
Moree's Cheraw Country Club,Moree's Cheraw Country Club,Cheraw,SC,13812,"Moree's Cheraw Country Club, Cheraw, SC",8255,ChIJa-1HqugaVYgR-ueoiOqoWUk,34.650406,-79.89455
Moss Creek Golf Club,Moss Creek Golf Club - North Course,Hilton Head Island,SC,13813,"Moss Creek Golf Club - North Course, Hilton Head Island, SC",8153,ChIJR71V3Nd3_IgRnp6oNCB1O6M,32.238039,-80.808787
Moss Creek Golf Club,Moss Creek Golf Club - North Inner Loop,Hilton Head Island,SC,13814,"Moss Creek Golf Club - North Inner Loop, Hilton Head Island, SC",23782,ChIJR71V3Nd3_IgRnp6oNCB1O6M,32.238039,-80.808787
Moss Creek Golf Club,Moss Creek Golf Club - North Loop Course,Hilton Head Island,SC,13815,"Moss Creek Golf Club - North Loop Course, Hilton Head Island, SC",20804,ChIJR71V3Nd3_IgRnp6oNCB1O6M,32.238039,-80.808787
Moss Creek Golf Club,Moss Creek Golf Club - North Outer Loop,Hilton Head Island,SC,13816,"Moss Creek Golf Club - North Outer Loop, Hilton Head Island, SC",23783,ChIJR71V3Nd3_IgRnp6oNCB1O6M,32.238039,-80.808787
Moss Creek Golf Club,Moss Creek Golf Club - South Course,Hilton Head Island,SC,13817,"Moss Creek Golf Club - South Course, Hilton Head Island, SC",8154,ChIJR71V3Nd3_IgRnp6oNCB1O6M,32.238039,-80.808787
Mount Vintage Golf Club,Mount Vintage Golf Club - Chester/Vintage,N. Augusta,SC,13818,"Mount Vintage Golf Club - Chester/Vintage, N. Augusta, SC",8217,ChIJDyD2e9Aw-IgRTcsigqlsESw,33.674662,-81.964441
Mount Vintage Golf Club,Mount Vintage Golf Club - Independent/Chester,N. Augusta,SC,13819,"Mount Vintage Golf Club - Independent/Chester, N. Augusta, SC",8218,ChIJDyD2e9Aw-IgRTcsigqlsESw,33.674662,-81.964441
Mount Vintage Golf Club,Mount Vintage Golf Club - Vintage/Independent,N. Augusta,SC,13820,"Mount Vintage Golf Club - Vintage/Independent, N. Augusta, SC",8219,ChIJDyD2e9Aw-IgRTcsigqlsESw,33.674662,-81.964441
Musgrove Mill Golf Club,Musgrove Mill Golf Club,Clinton,SC,13821,"Musgrove Mill Golf Club, Clinton, SC",8282,ChIJs3PFCufpV4gRYy13-hxI24k,34.5923314,-81.8427141
Myrtle Beach National,Myrtle Beach National - King's North,Myrtle Beach,SC,13822,"Myrtle Beach National - King's North, Myrtle Beach, SC",8174,ChIJH0G8AFRsAIkRixZVFBqoQY8,#N/A,#N/A
Myrtle Beach National,Myrtle Beach National - SouthCreek,Myrtle Beach,SC,13823,"Myrtle Beach National - SouthCreek, Myrtle Beach, SC",8172,ChIJH0G8AFRsAIkRixZVFBqoQY8,#N/A,#N/A
Myrtle Beach National,Myrtle Beach National - West,Myrtle Beach,SC,13824,"Myrtle Beach National - West, Myrtle Beach, SC",8173,ChIJH0G8AFRsAIkRixZVFBqoQY8,#N/A,#N/A
Myrtlewood Golf Club,Myrtlewood Golf Club - Palmetto Course,Myrtle Beach,SC,13825,"Myrtlewood Golf Club - Palmetto Course, Myrtle Beach, SC",8295,ChIJgQZp2tloAIkRkb7wku-vnGU,#N/A,#N/A
Myrtlewood Golf Club,Myrtlewood Golf Club - Pinehills Course,Myrtle Beach,SC,13826,"Myrtlewood Golf Club - Pinehills Course, Myrtle Beach, SC",8294,ChIJgQZp2tloAIkRkb7wku-vnGU,#N/A,#N/A
North Augusta Country Club,North Augusta Country Club,N. Augusta,SC,13827,"North Augusta Country Club, N. Augusta, SC",8312,ChIJuVNUiYfL-YgR_Z9DHBBTWx0,33.558148,-81.983348
Oak Hills Golf Club,Oak Hills Golf Club,Columbia,SC,13828,"Oak Hills Golf Club, Columbia, SC",8231,ChIJ09Ud2oym-IgRAvJVK77ZgrM,#N/A,#N/A
Oaks Plantation Golf & Country Club,Oaks Plantation Golf & Country Club,Goose Creek,SC,13829,"Oaks Plantation Golf & Country Club, Goose Creek, SC",8239,ChIJFV_i1Bth_ogRNWy8_vzsw7k,32.984892,-80.036428
Oconee Country Club,Oconee Country Club,Seneca,SC,13830,"Oconee Country Club, Seneca, SC",8348,ChIJ72o0LmvzWIgRpvcZPyhUzoU,34.686689,-83.011553
Old Beaufort Golf Club,Old Beaufort Golf Club,Beaufort,SC,13831,"Old Beaufort Golf Club, Beaufort, SC",8342,ChIJFcz8tj4N_IgRrgFkMur0hQg,32.3891179,-80.6590392
Old South Golf Links,Old South Golf Links,Bluffton,SC,13832,"Old South Golf Links, Bluffton, SC",8169,ChIJZUVYgiKI-4gRSeKMdCpBWBc,32.233308,-80.814391
Old Tabby Links,Old Tabby Links,Okatie,SC,13833,"Old Tabby Links, Okatie, SC",8100,ChIJLfKRi_aK-4gRuDB2eCHyBcU,32.3424783,-80.8387952
Oldfield Golf Club,Oldfield Golf Club,Okatie,SC,13834,"Oldfield Golf Club, Okatie, SC",8110,ChIJoYUb8G-M-4gRYvhKrBHzUsw,32.345681,-80.925098
Orangeburg Country Club,Orangeburg Country Club,Orangeburg,SC,13835,"Orangeburg Country Club, Orangeburg, SC",8058,ChIJW2hJQ4HW-IgREmmca0KxqHI,33.511151,-80.904067
Oyster Reef Golf Club,Oyster Reef Golf Club,Hilton Head,SC,13836,"Oyster Reef Golf Club, Hilton Head, SC",8306,ChIJdRZByytx_IgRpLuZqHvUtIM,32.243772,-80.714175
Palmetto Dunes Resort,Palmetto Dunes Resort - Fazio,Hilton Head,SC,13837,"Palmetto Dunes Resort - Fazio, Hilton Head, SC",8159,ChIJNe4QDfR5_IgR4g7M02Tc1t0,32.160486,-80.729628
Palmetto Dunes Resort,Palmetto Dunes Resort - Hills,Hilton Head,SC,13838,"Palmetto Dunes Resort - Hills, Hilton Head, SC",8160,ChIJNe4QDfR5_IgR4g7M02Tc1t0,32.160486,-80.729628
Palmetto Dunes Resort,Palmetto Dunes Resort - Jones,Hilton Head,SC,13839,"Palmetto Dunes Resort - Jones, Hilton Head, SC",8158,ChIJNe4QDfR5_IgR4g7M02Tc1t0,32.160486,-80.729628
Palmetto Golf Club,Palmetto Golf Club,Aiken,SC,13840,"Palmetto Golf Club, Aiken, SC",8207,ChIJYY17PyJN-IgRKghWKVHXWwM,33.546056,-81.724626
Palmetto Hall Plantation,Palmetto Hall Plantation - Cupp Course,Hilton Head Island,SC,13841,"Palmetto Hall Plantation - Cupp Course, Hilton Head Island, SC",8332,ChIJLTuiwttw_IgRkEEMw345DNw,#N/A,#N/A
Palmetto Hall Plantation,Palmetto Hall Plantation - Hills Course,Hilton Head Island,SC,13842,"Palmetto Hall Plantation - Hills Course, Hilton Head Island, SC",8333,ChIJLTuiwttw_IgRkEEMw345DNw,#N/A,#N/A
"Palms Course at Oakdale, The","Palms Course at Oakdale, The",Florence,SC,13843,"Palms Course at Oakdale, The, Florence, SC",8112,ChIJPRu4j4FjVYgRir8Di7XXSzU,34.171876,-79.86741
Paris Mountain Country Club,Paris Mountain Country Club,Greenville,SC,13844,"Paris Mountain Country Club, Greenville, SC",8349,ChIJGWNZkPUyWIgRqdJRimrAM1w,#N/A,#N/A
Parkland Golf Club,Parkland Golf Club,Greenwood,SC,13845,"Parkland Golf Club, Greenwood, SC",8380,ChIJpejofqIB-IgRH6nJu4d9wEU,34.207284,-82.182747
"Patriot Golf Club at Grand Harbor, The","Patriot Golf Club at Grand Harbor, The",Ninety Six,SC,13846,"Patriot Golf Club at Grand Harbor, The, Ninety Six, SC",8216,ChIJk5sMW5gJ-IgRvj8Vtrtdx54,34.205899,-81.969057
Patriots Point Links,Patriots Point Links,Mt. Pleasant,SC,13847,"Patriots Point Links, Mt. Pleasant, SC",8283,ChIJY-_YLe1w_ogR5VRlYGeGd7k,32.788143,-79.904127
Paw Paw Country Club,Paw Paw Country Club,Bamberg,SC,13848,"Paw Paw Country Club, Bamberg, SC",15078,ChIJdxhbohgl-YgRDrNG4iQ5L_w,33.3170557,-81.0237009
Pawleys Plantation Golf & Country Club,Pawleys Plantation Golf & Country Club,Pawleys Island,SC,13849,"Pawleys Plantation Golf & Country Club, Pawleys Island, SC",8268,ChIJ0xJTjG8xAIkR9X3_-omyJIg,#N/A,#N/A
Pebble Creek Club,Pebble Creek Club - Creekside,Taylors,SC,13850,"Pebble Creek Club - Creekside, Taylors, SC",8327,ChIJOfee8_8sWIgR1m-F4WotmbI,34.929111,-82.346957
Pebble Creek Club,Pebble Creek Club - Inner Loop,Taylors,SC,13851,"Pebble Creek Club - Inner Loop, Taylors, SC",14750,ChIJOfee8_8sWIgR1m-F4WotmbI,34.929111,-82.346957
Pebble Creek Club,Pebble Creek Club - Linkside,Taylors,SC,13852,"Pebble Creek Club - Linkside, Taylors, SC",8232,ChIJOfee8_8sWIgR1m-F4WotmbI,34.929111,-82.346957
Pebble Creek Club,Pebble Creek Club - Outer Loop,Taylors,SC,13853,"Pebble Creek Club - Outer Loop, Taylors, SC",14751,ChIJOfee8_8sWIgR1m-F4WotmbI,34.929111,-82.346957
Penny Branch Club,Penny Branch Club,Furman,SC,13854,"Penny Branch Club, Furman, SC",8264,ChIJgVRYrx3e-4gRfPoFUXpL954,#N/A,#N/A
Persimmon Hill Golf Club,Persimmon Hill Golf Club,Saluda,SC,13855,"Persimmon Hill Golf Club, Saluda, SC",8329,ChIJHyGYxMdr-IgRkDaX4BgPkfs,33.92914,-81.802637
Pickens Country Club,Pickens Country Club,Pickens,SC,13856,"Pickens Country Club, Pickens, SC",20880,ChIJoRD8_Q1PWIgRa14sqWFwm9w,34.846902,-82.681909
Pine Lake Golf Club,Pine Lake Golf Club,Anderson,SC,13857,"Pine Lake Golf Club, Anderson, SC",8145,ChIJfzg_8l9tWIgRv3rYZ2t8x18,34.4588732,-82.5825355
Pine Lakes Country Club,Pine Lakes Country Club,Myrtle Beach,SC,13858,"Pine Lakes Country Club, Myrtle Beach, SC",8120,ChIJP9W78KxoAIkREp5-IQwjclE,#N/A,#N/A
Pine Ridge Country Club,Pine Ridge Country Club,Edgefield,SC,13859,"Pine Ridge Country Club, Edgefield, SC",8076,ChIJf8E4EV0_-IgRLR4og0MDxBc,33.816249,-81.874898
Pinecrest Golf Club,Pinecrest Golf Club,Bluffton,SC,13860,"Pinecrest Golf Club, Bluffton, SC",8142,ChIJSyC50iuJ-4gRSeMnxDPvp7Q,32.255949,-80.894107
Pineland Country Club,Pineland Country Club,Nichols,SC,13861,"Pineland Country Club, Nichols, SC",8296,ChIJZ5vKKoy6qokRx6RM1d-5RXU,#N/A,#N/A
Pinetuck Golf Club,Pinetuck Golf Club,Rock Hill,SC,13862,"Pinetuck Golf Club, Rock Hill, SC",8240,ChIJ2REwVyZjVogRgmD75s8C_OA,34.834616,-81.00018
"Plantation Course at Edisto, The","Plantation Course at Edisto, The",Edisto Beach,SC,13863,"Plantation Course at Edisto, The, Edisto Beach, SC",8253,ChIJg9Rw1wg7_IgR5FRAwntUGPA,32.4865635,-80.3343335
"Players Course at Wyboo, The","Players Course at Wyboo, The",Manning,SC,13864,"Players Course at Wyboo, The, Manning, SC",8228,ChIJ1wHJDoYF_4gRDV17ChJmOtQ,#N/A,#N/A
Pocalla Springs,Pocalla Springs,Sumter,SC,13865,"Pocalla Springs, Sumter, SC",8341,ChIJ5wJSgqVu_4gR_Bbl9EAdm8g,#N/A,#N/A
Ponderosa Country Club,Ponderosa Country Club,Leesville,SC,13866,"Ponderosa Country Club, Leesville, SC",8321,ChIJ47Du25Fh-IgRdzwln9MVDzA,33.940015,-81.544942
Port Royal Plantation,Port Royal Plantation - Barony,Hilton Head,SC,13867,"Port Royal Plantation - Barony, Hilton Head, SC",8089,ChIJczihTVlw_IgR1TFG18D1VsA,#N/A,#N/A
Port Royal Plantation,Port Royal Plantation - Planter's Row,Hilton Head,SC,13868,"Port Royal Plantation - Planter's Row, Hilton Head, SC",8091,ChIJczihTVlw_IgR1TFG18D1VsA,#N/A,#N/A
Port Royal Plantation,Port Royal Plantation - Robber's Row,Hilton Head,SC,13869,"Port Royal Plantation - Robber's Row, Hilton Head, SC",8090,ChIJczihTVlw_IgR1TFG18D1VsA,#N/A,#N/A
Possum Trot,Possum Trot,N. Myrtle Beach,SC,13870,"Possum Trot, N. Myrtle Beach, SC",8378,ChIJT2MrDSl9AIkRqyG9XTF2_4k,#N/A,#N/A
"Preserve at Verdae, The","Preserve at Verdae, The",Greenville,SC,13871,"Preserve at Verdae, The, Greenville, SC",8152,ChIJTZlu8RQvWIgRc520JiuImOQ,#N/A,#N/A
Prestwick Golf Club,Prestwick Golf Club,Myrtle Beach,SC,13872,"Prestwick Golf Club, Myrtle Beach, SC",8122,ChIJL7kO78ZBAIkRv4KqH6CQiZM,#N/A,#N/A
Redbank Plantation Golf Club,Redbank Plantation Golf Club,Goose Creek,SC,13873,"Redbank Plantation Golf Club, Goose Creek, SC",8156,ChIJxS3AdxRm_ogRm8vtn255fpw,#N/A,#N/A
Regent Park Golf Club,Regent Park Golf Club,Fort Mill,SC,13874,"Regent Park Golf Club, Fort Mill, SC",8337,ChIJjz6Sr2ubVogRalpqcNvFR3U,#N/A,#N/A
"Reserve at Lake Keowee, The","Reserve at Lake Keowee, The",Sunset,SC,13875,"Reserve at Lake Keowee, The, Sunset, SC",8068,ChIJ_frkavVWWIgR2ltfjFqIJOo,34.896021,-82.865699
